,Unnamed: 0.1,Unnamed: 0,date,hosts,id,length,start,end,title,summary,keywords,date_time_start,date_time_end,content_id,fragment
1594,1594,1594,2022-01-17,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02287031_03_segment,00:10:46,22:46:46,22:57:32,Sylvana Simons and Caroline van der Plas will debate the government statement tomorrow,Tomorrow the House of Representatives will debate the government statement. What difficult questions can the cabinet expect from Sylvana Simons of BIJ1 and Caroline van der Plas of the Boer Burger Movement.,"['morning', 'caroline', 'government statement']",2022-01-17 22:46:46,2022-01-17 22:57:32,WON02287031,3
1595,1595,1595,2022-01-17,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02287031_04_segment,00:08:34,22:58:16,23:06:50,Diederik Ebbinge wants to convert the theater into a hair salon on Wednesday in protest against corona measures,"Diederik Ebbinge announced last week that he will convert theater De Kleine Komedia into a hair salon next Wednesday, as a protest against the corona measures that prescribe that theaters must remain closed. More than 35 theaters and dozens of artists have now joined the action. But what if there is a BOA on the doorstep?","['connected', 'thirty-five', 'corona measures']",2022-01-17 22:58:16,2022-01-17 23:06:50,WON02287031,4
1596,1596,1596,2022-01-17,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02287031_05_segment,00:19:14,23:06:51,23:26:05,"Pieter van Twisk, Ronald Leopol and Ronit Palache about the news about Anne Frank","Anne Frank was most likely betrayed by a Jewish notary. Pieter van Twisk researched it, Ronald Leopold of the Anne Frank Foundation responds, author Ronit Palache is critical of the conclusion.","['notary', 'conclusion', 'in all probability']",2022-01-17 23:06:51,2022-01-17 23:26:05,WON02287031,5
1597,1597,1597,2020-02-17,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02088864_01_segment,00:12:38,22:24:28,22:37:07,Mick van Wely about the case of Martien R.,"The lawsuit against 'the Brabant godfather' Martien R. and his associates has started. According to the OM, they play a major role in organized crime in Brabant. The police and the Public Prosecution Service have been hunting Martien R. for 20 years, he also faced court more often, but always managed to escape the dance. Last year in November he was arrested during a major police raid on a trailer park in Oss. Mick van Wely, crime journalist for De Telegraaf, was present today at the hearing. Tonight at Op1 he talks about the course of the case.","['crime journalist', 'started', 'trailer camp']",2020-02-17 22:24:28,2020-02-17 22:37:07,WON02088864,1
1598,1598,1598,2020-02-17,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02088864_02_segment,00:17:14,22:37:07,22:54:21,Sjinkie Knegt and Jutta Leerdam about their skating successes,"Jutta Leerdam and Sjinkie Knegt are this weekend's skating sensation: Jutta became world champion in the 1,000 meters and thus gave the Netherlands the first individual world title at the World Championship distances in Salt Lake City. In Dordrecht, Sjinkie also made a grand comeback at the short track world cup final, 13 months after his terrible accident with the wood stove. Tonight at Op1 they are guests to talk about their impressive achievements.","['impressive', 'lake', 'world cup final']",2020-02-17 22:37:07,2020-02-17 22:54:21,WON02088864,2
1599,1599,1599,2020-02-17,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02088864_03_segment,00:19:55,22:57:57,23:17:53,Leen Vervaeke and Anouk Eigenraam had to be quarantined due to the corona virus,"Two weeks ago, fifteen Dutch and Belgians returned from Wuhan because of the corona virus. Among them were China correspondents Leen Vervaeke and Anouk Eigenraam. The two journalists were the only Dutch-language media to have visited Wuhan after the city's complete lockdown. Together with their fellow travelers, they were immediately quarantined upon arrival in Europe and lived cut off from the outside world for two weeks. They were released yesterday and tonight they will join Op1 to tell everything about their experience.","['locked', 'fifteen', 'journalists']",2020-02-17 22:57:57,2020-02-17 23:17:53,WON02088864,3
1600,1600,1600,2021-02-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02201967_01_segment,00:19:59,22:37:29,22:57:29,Ministers Slob and Van Engelshoven of Education are investing more than 8 billion extra in education,"Ministers Arie Slob and Ingrid van Engelshoven are investing more than 8 billion euros extra in education. So we dig deep into the pockets, for primary school up to university. But what is all that extra money spent on? And does it really make a difference? We talk about this with the two ministers, school directors Jan-Mattijs Heinemeijer and EvaNaijkens and student Dahran Coban.","['english courts', 'two', 'school principals']",2021-02-17 22:37:29,2021-02-17 22:57:29,WON02201967,1
1601,1601,1601,2021-02-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02201967_02_segment,00:12:34,22:57:30,23:10:04,IC doctor Armand Girbes and epidemiologist Alma Tostmann about the danger of the British virus variant,"Head of IC Armand Girbes of the Amsterdam UMC is concerned about what he thinks is a limited view with which the Netherlands is combating the corona crisis. Are the numbers about the danger of the British virus and possible variants exaggerated or are we heading for a third wave? We talk about it with Alma Tostmann, epidemiologist at RadboudUMC.","['amsterdam', 'limited', 'epidemiologist']",2021-02-17 22:57:30,2021-02-17 23:10:04,WON02201967,2
1602,1602,1602,2021-02-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02201967_03_segment,00:11:19,23:10:50,23:22:09,"Rotterdam football players Bart Vriends, Maarten de Fockert and Thomas Verhaar make a podcast about the elections","Politics is usually not the subject of discussion in football locker rooms, but Sparta Rotterdam defender Bart Vriends, Excelsior attacker Thomas Verhaar and Excelsior keeper Maarten de Fockert are now trying to bridge the gap between the two. In the run-up to the elections on 17 March, a prominent politician joins the trio in De Cor Potcast every week.","['seventeen', 'topic', 'football locker rooms']",2021-02-17 23:10:50,2021-02-17 23:22:09,WON02201967,3
1603,1603,1603,2021-02-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02201967_04_segment,00:10:51,23:22:10,23:33:01,"Gerard Ekdom, Hans Schiffers and Aldith Hunkar celebrate 75 years of Work Vitamins","The legendary radio program Work Vitamins celebrates its 75th birthday this week! It is the longest running nationally broadcast radio program and has already earned a spot in the Guinness Book of Records. Request records are played all week on NPO Radio 5, there are live performances and a work of art is also revealed. At Op1 we talk about the magic of Work Vitamins with presenter Hans Schiffers and former presenters Gerard Ekdom and Aldith Hunkar","['request plates', '75ste', 'magic']",2021-02-17 23:22:10,2021-02-17 23:33:01,WON02201967,4
1604,1604,1604,2022-02-17,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02294301_01_segment,00:08:26,22:36:25,22:44:51,"Op1 - The opening of Thursday, February 17","We discuss the news of the day with Joan Haanappel, Martin Sitalsing & Wopke Hoekstra.","['hoekstra', 'martin', 'news']",2022-02-17 22:36:25,2022-02-17 22:44:51,WON02294301,1
1605,1605,1605,2022-02-17,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02294301_02_segment,00:05:23,22:44:51,22:50:15,Helga van Leur about storm Eunice,After Corrie and Dudley storm Eunice awaits us tomorrow. And for that we can wet our chest: the wind gusts are rare and dangerous. How can we prepare for this storm? We discuss this at Op1 with weather forecaster Helga van Leur.,"['op1', 'dangerous', 'to prepare']",2022-02-17 22:44:51,2022-02-17 22:50:15,WON02294301,2
1606,1606,1606,2022-02-17,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02294301_03_segment,00:14:17,22:50:14,23:04:32,Wopke Hoekstra & Harmen Krul about manifesto 'No hate in the council',"Derailed debates, insinuations and even threats are increasingly the order of the day in politics in The Hague. And that has to stop, says CDA leader Wopke Hoekstra. That is why his party calls on other parties today in the manifesto 'No hate in the council' to campaign constructively in the run-up to the municipal elections. Together with initiator and CDA party leader in Den Helder Harmen Krul, he joins Op1 to tell about it.","['stop', 'Today', 'municipal elections']",2022-02-17 22:50:14,2022-02-17 23:04:32,WON02294301,3
1607,1607,1607,2022-02-17,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02294301_04_segment,00:15:53,23:05:08,23:21:01,Frank Paauw & Martin Sitalsing about dealing with confused people,"More than four out of five people who die after police brutality showed confused behaviour. Often there was alcohol or drugs involved. Especially the next of kin, but also the officers on the street, carry it with them for the rest of their lives. How do you prevent agents from feeling so threatened that they use deadly force? We discuss this at Op1 with Amsterdam police chief Frank Paauw and Central Netherlands police chief Martin Sitalsing.","['amsterdam', 'five', 'police chief']",2022-02-17 23:05:08,2022-02-17 23:21:01,WON02294301,4
1608,1608,1608,2022-02-17,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02294301_05_segment,00:10:47,23:21:02,23:31:48,Sjoukje Dijkstra & Joan Haanappel about Olympic final Lindsay van Zundert,The only 17-year-old figure skater Lindsay van Zundert shone today in the Olympic final. Icons of the sport Sjoukje Dijkstra and Joan Haanappel were proudly watching the first Dutch participation in 46 years. They are guests at Op1 to tell about this figure skating history.,"['participation', 'forty-six', 'art history']",2022-02-17 23:21:02,2022-02-17 23:31:48,WON02294301,5
1609,1609,1609,2020-03-17,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02097591_01_segment,00:18:08,22:26:50,22:44:59,Minister Wiebes of Economic Affairs about the support package for companies,"This afternoon, the cabinet is announcing a support package with measures to limit the negative economic consequences of the corona virus as much as possible. Minister Eric Wiebes of Economic Affairs and Climate is joining us to talk about this package, which should help companies and self-employed people who have had to close their doors. How can they survive in the coming months? Economist Marike Stellinga tells more about this. Tonight at Op1 she will discuss the strength and weakness of the measures and political commentator of EenVandaag Joost Vullings will update us on the political support.","['measures', 'support package', 'coronavirus']",2020-03-17 22:26:50,2020-03-17 22:44:59,WON02097591,1
1610,1610,1610,2020-03-17,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02097591_02_segment,00:13:21,22:44:59,22:58:20,"Virologist Jaap Goudsmit: 'this is the biggest virological event after the Spanish Flu, start testing more'","Jaap Goudsmit is the specialist in the field of SARS, HIV and AIDS. He emphasizes the importance of research into the new coronavirus COVID-19 if you want to be able to tackle it. According to him, this crisis is the largest virological event since the Spanish Flu of 1918. He argues for a different test method.","['nineteen', 'test method', 'coronavirus']",2020-03-17 22:44:59,2020-03-17 22:58:20,WON02097591,2
1611,1611,1611,2020-03-17,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02097591_03_segment,00:05:50,23:01:15,23:07:06,'Join the club. Spread the love.',"The entire flower industry is also in trouble due to the corona crisis. To 'support a sector that is in dire straits', Thijs and Joep of Club HUG say: 'Don't buy toilet paper, buy roses!'","['toiletpaper', 'support', 'flower industry']",2020-03-17 23:01:15,2020-03-17 23:07:06,WON02097591,3
1612,1612,1612,2022-03-17,"['Kockelmann, Sven', 'Timmerman, Maaike']",OP1__________-WON02301643_01_segment,00:05:18,22:57:01,23:02:19,"Op1 - The opening of Thursday, March 17",The guests at the table discuss their news of the day.,"['guests', 'table', 'news']",2022-03-17 22:57:01,2022-03-17 23:02:19,WON02301643,1
1613,1613,1613,2022-03-17,"['Kockelmann, Sven', 'Timmerman, Maaike']",OP1__________-WON02301643_02_segment,00:17:05,23:02:17,23:19:22,Dutch Ambassador to Ukraine Jennes de Mol about his last month in Kiev,"Because of the war, the Dutch ambassador Jennes de Mol had to leave Ukraine and leave his staff behind. His driver, almost sixty years old, had to stay behind to fight the Russians. What future does he see for Ukraine? Tonight in Op1 he tells the story behind his bizarre last month in Kiev for the first time on television.","['last', 'television', 'Ukraine']",2022-03-17 23:02:17,2022-03-17 23:19:22,WON02301643,2
1614,1614,1614,2022-03-17,"['Kockelmann, Sven', 'Timmerman, Maaike']",OP1__________-WON02301643_03_segment,00:10:09,23:19:22,23:29:31,Han ten Broeke on whether a war between the West and Russia can still be avoided,"A war criminal. That is Putin in the eyes of Biden. The Russian president wants to silence domestic critics through a ""necessary purge"". Can a war between the West and the Russians still be avoided? We will discuss this tonight in Op1 chief of political affairs of HCSS Han ten Broeke.","['necessary', 'critics', 'russian']",2022-03-17 23:19:22,2022-03-17 23:29:31,WON02301643,3
1615,1615,1615,2022-03-17,"['Kockelmann, Sven', 'Timmerman, Maaike']",OP1__________-WON02301643_04_segment,00:08:12,23:29:58,23:38:11,Former Dutchbat soldier Remko de Bruijne about Dutch veterans in Ukraine,Dutch veterans from Afghanistan and Srebrenica are also fighting at the front in Ukraine. Why are the old-timers willing to give their lives for the freedom of Ukrainians? We will discuss this tonight with former Dutchbat soldier Remko de Bruijne. He knows five veterans who are now in the line of fire.,"['five', 'Why', 'afghanistan']",2022-03-17 23:29:58,2022-03-17 23:38:11,WON02301643,4
1616,1616,1616,2022-03-17,"['Kockelmann, Sven', 'Timmerman, Maaike']",OP1__________-WON02301643_05_segment,00:13:17,23:37:57,23:51:12,Louise Fresco on the impending global food crisis,"The war in Ukraine threatens a global food crisis. Russia and Ukraine are responsible for one third of the world's wheat and more than fifty countries depend on it. The fact that the grain cannot be sown means that prices for food around the world are skyrocketing. Tonight at Op1, the chairman of the Executive Board of the University of Wageningen Louise Fresco talks about the impending famine.","['fifty', 'Ukraine', 'food crisis']",2022-03-17 23:37:57,2022-03-17 23:51:12,WON02301643,5
1617,1617,1617,2020-04-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02107758_01_segment,00:10:47,22:19:23,22:30:10,IC doctor Diederik Gommers with an update on the pressure in intensive care,"Diederik Gommers, intensivist and chairman of the Dutch Association for Intensive Care, has become one of the most important faces of the corona crisis in recent weeks. As a member of the Outbreak Management Team (OMT), he also has his hands full informing the cabinet and RIVM.","['hands', 'association', 'last']",2020-04-17 22:19:23,2020-04-17 22:30:10,WON02107758,1
1618,1618,1618,2020-04-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02107758_02_segment,00:07:04,22:30:10,22:37:15,TU Delft students made a ventilator for intensive care in three weeks,"In no less than three weeks, TU Delft students made a respirator that can be used in intensive care. Lucas Ottenheym and Josephine Dumas are part of the Operation Air team. At Op1 the two are guests.","['time', 'element', 'josephine']",2020-04-17 22:30:10,2020-04-17 22:37:15,WON02107758,2
1619,1619,1619,2020-04-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02107758_03_segment,00:13:17,22:37:13,22:50:30,Gert-Jan Segers again leader for the ChristenUnie,ChristenUnie leader Gert-Jan Segers announced today that he will also be the leader for his party in the next elections. At Op1 a conversation about his motivations.,"['familiar', 'motivations', 'elections']",2020-04-17 22:37:13,2020-04-17 22:50:30,WON02107758,3
1620,1620,1620,2020-04-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02107758_04_segment,00:03:22,22:51:26,22:54:48,Haiku master Kees van Kooten recites his own 'Haikoots',"It's International Haiku Day! Kees van Kooten, master of writing small poems, published his own collection of Haikoots. He will present a number of them tonight via a Skype connection.","['internationale', 'to write', 'this evening']",2020-04-17 22:51:26,2020-04-17 22:54:48,WON02107758,4
1621,1621,1621,2020-04-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02107758_05_segment,00:14:55,22:54:48,23:09:44,Theater producer Jon van Eerd is worried about the freelancers he can't give work at the moment,"Theater producer Jon van Eerd is missing out on a lot of money due to the corona crisis, but he is mainly concerned about the freelancers he cannot provide with work at this time. At Op1, Van Eerd talks about the consequences of this intelligent lockdown for the cultural sector.","['time', 'coronacrisis', 'theaterproducent']",2020-04-17 22:54:48,2020-04-17 23:09:44,WON02107758,5
1622,1622,1622,2020-05-17,"['Ekiz, Fidan', 'Pauw, Jeroen']",OP1__________-WON02117988_01_segment,00:19:42,22:17:58,22:37:41,Rob Elens and Ab Osterhaus about a medicine against corona,"General practitioner Rob Elens from Meijel in Limburg gave his patients with corona complaints an antimalarial medicine in combination with an antibiotic and zinc. In his own words, he did so successfully, but was rejected by the Health Care Inspectorate. Virologist Ab Osterhaus believes this is justified.","['combination', 'healthcare', 'Limburgian']",2020-05-17 22:17:58,2020-05-17 22:37:41,WON02117988,1
1623,1623,1623,2020-05-17,"['Ekiz, Fidan', 'Pauw, Jeroen']",OP1__________-WON02117988_02_segment,00:08:27,22:37:40,22:46:07,Roel Maalderink about his program Voxpop during the corona crisis,The mood and the crowds on the street have been changing by the week in recent times. Presenter Roel Maalderink also saw this in his program VOX POP.,"['time', 'presenter', 'changed']",2020-05-17 22:37:40,2020-05-17 22:46:07,WON02117988,2
1624,1624,1624,2020-05-17,"['Ekiz, Fidan', 'Pauw, Jeroen']",OP1__________-WON02117988_03_segment,00:24:18,22:46:43,23:11:01,"Arnoud Boot, Jacco Vonhof, Kitty Jong and Pieter Schoen on the account of the corona crisis","In times of crisis we show solidarity with each other and the corona virus has almost brought our society to a standstill. As a result, the economic damage will be enormous. The CPB fears a deep recession and the first emergency aid cost tens of billions. The second package arrives this week. This raises the question: how are we going to divide that bill as evenly as possible? Economist Arnoud Boot, SME chairman Jacco Vonhof, vice chairman of FNV Kitty Jong and investor Pieter Schoen talk about this.","['second', 'society', 'coronavirus']",2020-05-17 22:46:43,2020-05-17 23:11:01,WON02117988,3
1625,1625,1625,2021-05-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02225232_01_segment,00:07:32,22:57:26,23:04:58,Cornald Maas and Emmie van Stijn about the preparations for the Eurovision Song Contest,Cornald Maas has been preparing for weeks. He explains to Op1 how everything is now. The audience in particular was special to him today. 24-year-old student Emmie van Stijn ran from Taco Bell to Ahoy to fill in for the Ukrainian entry of the Eurovision Song Contest. Her rehearsal video became an internet hit. Will singer Katarina Pavlenko be better tomorrow or will Van Stijn keep her agenda free? She talks about it at Op1.,"['rehearsal video', 'twenty-four', 'preparations']",2021-05-17 22:57:26,2021-05-17 23:04:58,WON02225232,1
1626,1626,1626,2021-05-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02225232_02_segment,00:13:44,23:05:00,23:18:45,Jeroen Pauw and Marcia Luyten about the interview with Queen Máxima,"Queen Máxima turned fifty today. For this occasion, Matthijs van Nieuwkerk was allowed to visit the palace for an extensive interview that will be broadcast tonight. It is only the third interview with our queen alone, Jeroen Pauw preceded him in 2005. Marcia Luyten wrote the biography about Máxima that was on the table during the conversation. In Op1 they discuss everything about the interview.","['fifty', 'occasion', 'new church']",2021-05-17 23:05:00,2021-05-17 23:18:45,WON02225232,2
1627,1627,1627,2021-05-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02225232_03_segment,00:07:20,23:18:45,23:26:05,Ahoy director Jolanda Jansen and Angela de Jong about the largest event in our country,It is the biggest event in Ahoy ever. The director of the event center in Rotterdam Jolanda Jansen will join Op1 tonight and tell us what it's like to facilitate the Eurovision Song Contest. Major television critic Angela de Jong is also a guest: what does she have to say about the largest TV event in our country?,"['angela', 'television critic', 'event center']",2021-05-17 23:18:45,2021-05-17 23:26:05,WON02225232,3
1628,1628,1628,2021-05-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02225232_04_segment,00:07:34,23:26:07,23:33:42,"Said Kasmi, Vincent van der Kaai and Mitchel Viljeer the city of Rotterdam during the Eurovision week","The traffic lights at Ahoy play ABBA's 'Waterloo' and the Erasmus Bridge is specially decorated: Rotterdam is completely in the Eurovision spheres. This gigantic event may cost a bit (more than 22 million!), but does it also deliver? Culture alderman Said Kasmi and the Rotterdam vloggers Vincent van der Kaai and Mitchel Viljeer of Stadsbeheer tell all about it in Op1.","['twenty-two', 'city \u200b\u200bmanagement', 'Eurovision spheres']",2021-05-17 23:26:07,2021-05-17 23:33:42,WON02225232,4
1629,1629,1629,2021-05-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02225232_05_segment,00:15:48,23:34:22,23:50:11,Cornald Maas and Peter van de Veire have been commenting on the Netherlands and Belgium for years during the Eurovision Song Contest,"Where Cornald Maas provides us with razor-sharp commentary every year during the Eurovision Song Contest, the Belgians cannot imagine a Eurovision Song Contest without Peter van de Veire. Peter has been commenting on Flemish viewers for more than ten years. How do the two colleagues view their work? They discuss it in Op1.","['without', 'commentary', 'song festival']",2021-05-17 23:34:22,2021-05-17 23:50:11,WON02225232,5
1630,1630,1630,2021-05-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02225232_06_segment,00:05:12,23:50:11,23:55:23,OG3NE with their own version of an iconic Eurovision song 'Rise Like a Phoenix',"This year it is the honor of Jeangu Macrooy, but in 2017 OG3NE was on the big Eurovision stage on behalf of the Netherlands. So Lisa, Amy and Shelley know exactly what it's like to feel the weight of an entire country on your shoulders. They close the Op1 broadcast with their own version of one of their favorite winning Eurovision songs.","['to feel', 'two thousand and seventeen', 'song festival numbers']",2021-05-17 23:50:11,2021-05-17 23:55:23,WON02225232,6
1631,1631,1631,2022-05-17,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02316049_01_segment,00:04:40,22:10:18,22:14:59,"Op1 - The opening of Tuesday, May 17",The guests at the table discuss their news of the day.,"['guests', 'table', 'news']",2022-05-17 22:10:18,2022-05-17 22:14:59,WON02316049,1
1632,1632,1632,2022-05-17,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02316049_02_segment,00:09:59,22:14:57,22:24:57,Milo Schoenmaker about the problems in the asylum seekers centres,"In Ter Apel, a number of asylum seekers had to sleep on chairs last night, because there are no beds available again. And while the flow to other reception centers is not going well, they expect two hundred new refugees in the Groningen asylum seekers center today. How will the Central Agency for Asylum Seekers solve the problem? COA director Milo Schoenmaker joins Op1.","['to expect', 'two hundred', 'asylum center']",2022-05-17 22:14:57,2022-05-17 22:24:57,WON02316049,2
1633,1633,1633,2022-05-17,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02316049_03_segment,00:14:55,22:24:57,22:39:53,Han ten Broeke and Rob Bertholee about the war in Ukraine,"After months of siege, the last Ukrainian resistance in Mariupol has been broken. The Ukrainian army command has ordered the last soldiers hiding in the Azovstal factory to cease fighting and the port city is now in Russian hands. Chief of political affairs of HCSS Han ten Broeke and former Commander of the Army Rob Bertholee explain what this means for the further course of the war.","['factory', 'land forces', 'final']",2022-05-17 22:24:57,2022-05-17 22:39:53,WON02316049,3
1634,1634,1634,2022-05-17,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02316049_04_segment,00:12:09,22:40:51,22:53:00,Henri Bontenbal and Renske Leijten about heating homes from 2026,"Today the cabinet announced that from 2026 it wants central heating boilers to be heated only by a hybrid heat pump or a comparable alternative. Responsible minister Hugo de Jonge hopes to provide clarity to suppliers and homeowners by setting a deadline. But how realistic is this plan? CDA Member of Parliament Henri Bontenbal is strongly in favor, but according to SP Member of Parliament Renske Leijten it is unaffordable for many people. In Op1 they debate.","['two thousand and twenty-six', 'minister', 'realistic']",2022-05-17 22:40:51,2022-05-17 22:53:00,WON02316049,4
1635,1635,1635,2022-05-17,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02316049_05_segment,00:11:57,22:52:59,23:04:53,Aaltje van Zweden about vulnerable children in the war,"What if you were in danger during World War II and no one helped you? That is a question that came to writer Aaltje van Zweden out of the blue and did not let go. As a mother of an autistic child, the following question arose: what happened to vulnerable children during the war? She did research and wrote a book about it. Tonight she will join Op1 to talk about her quest.","['nothing', 'writer', 'world war']",2022-05-17 22:52:59,2022-05-17 23:04:53,WON02316049,5
1636,1636,1636,2020-06-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02128685_01_segment,00:12:43,22:11:46,22:24:30,"Are we sufficiently prepared for a second corona wave, according to Erasmus MC boss Ernst Kuipers?","When will the second corona wave hit? Or will it be spared us? Ernst Kuipers – the chairman of the National Acute Care Network and chairman of the board of the Erasmus MC – is the man who must ensure that healthcare in our country is prepared. What that looks like, he tells Op1.","['chairman of the board', 'prepared', 'second']",2020-06-17 22:11:46,2020-06-17 22:24:30,WON02128685,1
1637,1637,1637,2020-06-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02128685_02_segment,00:14:27,22:24:30,22:38:58,Jasmine Sendar and Tanja Jess on their participation in the #ShareTheMicNow campaign,"Actresses Tanja Jess and Jasmine Sendar participate in the #ShareTheMicNow campaign, in which white women give their Instagram accounts to black women for a day. The action started in America last week. At Op1, Tanja and Jasmine talk about their participation in this campaign.","['sharethemicnow', 'started', 'witte']",2020-06-17 22:24:30,2020-06-17 22:38:58,WON02128685,2
1638,1638,1638,2020-06-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02128685_03_segment,00:11:52,22:38:57,22:50:49,Robin Haase and Marcella Mesker about the US Open,"With the outbreak of the corona crisis, tennis also came to a complete standstill. To everyone's surprise, there will now be a US Open, because the tournament will start on August 31. Tennis commentator Marcella Mesker is happy that tennis is being played again. Tennis player Robin Haase does not think the way is fair. They will talk about it tonight in Op1.","['fully', 'thirty-one', 'tenniscommentator']",2020-06-17 22:38:57,2020-06-17 22:50:49,WON02128685,3
1639,1639,1639,2020-06-17,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02128685_04_segment,00:21:12,22:54:55,23:16:08,Husband Remona Fransen and brother Brian de Hond about the book 'Light in the tunnel' by Marc de Hond,"Marc de Hond passed away exactly two weeks ago at the age of 42. When he learned that he was ill at the end of 2018, he realized that there was a good chance that he would not see his two children grow up. He decided to keep a diary: Light in the tunnel, to be published after his death. With his wife Remona Fransen and brother Brian de Hond we talk about his last months of life and his memory.","['forty-two', 'brother', 'tunnel']",2020-06-17 22:54:55,2020-06-17 23:16:08,WON02128685,4
1640,1640,1640,2022-06-17,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02324181_01_segment,00:15:02,22:03:06,22:18:08,Ruben Brekelmans and Thomas van Groningen about a special crisis team for asylum reception,"The cabinet officially declares asylum reception a national crisis. A special crisis team, led by Minister of Justice and Security Dilan Yeşilgöz, must quickly put things right. Will this solve the problem? We discuss this in Op1 with VVD MP and asylum spokesman Ruben Brekelmans and political reporter Thomas van Groningen.","['news reporter', 'green eye', 'safety']",2022-06-17 22:03:06,2022-06-17 22:18:08,WON02324181,1
1641,1641,1641,2022-06-17,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02324181_02_segment,00:08:22,22:16:49,22:25:12,Noortje Deutekom about her reports in Ukraine,"From scootering children in Kiev to the desperation in the air raid shelters in Odessa. For the youth news, reporter Noortje Deutekom traveled across Ukraine in the past two weeks. She spoke to hundreds of children and made impressive reports. In Op1 she talks about it.","['hundreds', 'news reporter', 'Ukraine']",2022-06-17 22:16:49,2022-06-17 22:25:12,WON02324181,2
1642,1642,1642,2022-06-17,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02324181_03_segment,00:13:28,22:26:04,22:39:32,Minister Robbert Dijkgraaf about his investment of billions,"Our higher education is still among the best in the world, but something needs to be done quickly to maintain that level. That is why Minister of Education Robbert Dijkgraaf is today announcing an investment of billions to, among other things, reduce the pressure to perform among both students and teachers. Tonight in Op1 he tells us where that money goes.","['fast', 'minister', 'Education']",2022-06-17 22:26:04,2022-06-17 22:39:32,WON02324181,3
1643,1643,1643,2022-06-17,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02324181_04_segment,00:11:47,22:39:31,22:51:19,Ruurd Jelle van der Leij and Midas Dekkers about whether cats should stay indoors,"Should cats stay indoors? Yes, says Ruurd Jelle van der Leij. According to the nature photographer, they are a danger to nature, because the males hunt birds and mice. Nonsense, says Midas Dekkers. According to the biologist, nature simply consists of prey and predators and the ecosystems keep themselves in balance. In Op1 they engage in debate.","['once', 'debate', 'nature photographer']",2022-06-17 22:39:31,2022-06-17 22:51:19,WON02324181,4
